train_type,batch_size,accuracy
rolling,1,0.49038461538461536
rolling,2,0.5196078431372549
rolling,3,0.55
rolling,4,0.5510204081632653
rolling,5,0.5625
rolling,6,0.5638297872340425
rolling,7,0.5434782608695652
rolling,8,0.5444444444444444
rolling,9,0.5227272727272727
