train_type,batch_size,accuracy
increasing,1,0.9423076923076923
increasing,2,0.9509803921568627
increasing,3,0.96
increasing,4,0.9693877551020408
increasing,5,0.96875
increasing,6,0.9680851063829787
increasing,7,0.967391304347826
increasing,8,0.9666666666666667
increasing,9,0.9772727272727273
rolling,1,0.5
rolling,2,0.6470588235294118
rolling,3,0.74
rolling,4,0.7959183673469388
rolling,5,0.84375
rolling,6,0.8617021276595744
rolling,7,0.8913043478260869
rolling,8,0.9
rolling,9,0.9431818181818182
